Vendedor,Doc,Fecha,Nombres,CódigoInventario,Unidades,Unitario Venta,Ventas,Costo Unitario,Total Costo,Margen,PorMargen
,FV R 11788,12/06/2020,Cliente General,10015127 ANILLOS STD,1.00,"22,008.40","22,008.40","15,860.98","15,860.98","6,147.42",0.28
,FV R 11788,12/06/2020,Cliente General,10015133 KIT EMP CILINDRO Y CULATA,1.00,"7,983.19","7,983.19","5,771.42","5,771.42","2,211.78",0.28
,FV R 11788,12/06/2020,Cliente General,10015133 KIT EMP CILINDRO Y CULATA,1.00,"8,151.26","8,151.26","5,771.42","5,771.42","2,379.84",0.29
,FV R 11788,12/06/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"23,151.26","23,151.26","16,551.57","16,551.57","6,599.69",0.29
,FV R 11788,12/06/2020,Cliente General,10015287 KIT BIELA BOXER- PLATINO,1.00,"30,672.27","30,672.27","29,315.95","29,315.95","1,356.32",0.04
,FV R 11788,12/06/2020,Cliente General,10015287 KIT BIELA BOXER- PLATINO,1.00,"36,680.67","36,680.67","29,315.95","29,315.95","7,364.72",0.20
,FV R 11788,12/06/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,394.96","4,789.92","3,391.60","6,783.20","-1,993.28",-0.42
,FV R 11788,12/06/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,852.94","5,705.88","3,391.60","6,783.20","-1,077.31",-0.19
,FV R 11788,12/06/2020,Cliente General,10016113 RETEN EJE CAMBIOS_13_22_55,1.00,"1,995.80","1,995.80","1,655.36","1,655.36",340.44,0.17
,FV R 11788,12/06/2020,Cliente General,10016135 RETEN EJE SALIDA_22_32_53,1.00,"2,394.96","2,394.96","1,472.17","1,472.17",922.78,0.39
,FV R 11788,12/06/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"12,100.84","24,201.68","9,571.03","19,142.05","5,059.63",0.21
,FV R 11788,12/06/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"12,773.11","25,546.22","9,571.03","19,142.05","6,404.17",0.25
,FV R 11788,12/06/2020,Cliente General,10016736 RETEN VALVULA,4.00,"2,100.84","8,403.36","1,687.45","6,749.82","1,653.54",0.20
,FV R 11788,12/06/2020,Cliente General,10041794 SOPORTE LEVA CLUTCH,1.00,"26,806.72","26,806.72","22,609.00","22,609.00","4,197.72",0.16
,FV R 11788,12/06/2020,Cliente General,10042295 EMPAQUE TAPA VOLANTE,1.00,"3,781.51","3,781.51","2,270.46","2,270.46","1,511.05",0.40
,FV R 11788,12/06/2020,Cliente General,10043244 LEVA CLUTCH,1.00,"10,777.31","10,777.31","7,106.04","7,106.04","3,671.27",0.34
,FV R 11788,12/06/2020,Cliente General,10044991 SWITCH PRESION ACEITE,1.00,"21,008.40","21,008.40","14,860.00","14,860.00","6,148.40",0.29
,FV R 11788,12/06/2020,Cliente General,11032062 LLANTA QUEEN 350-1P299-TL-6PR,1.00,"54,621.85","54,621.85","35,908.00","35,908.00","18,713.85",0.34
,FV R 11762,12/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,0.00,0.00,0.00,"14,245.34",0.00,0.00,0.00
,FV R 11788,12/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"15,500.00","15,500.00","14,245.34","14,245.34","1,254.66",0.08
,FV R 11788,12/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,245.34","28,490.68","7,509.32",0.21
,FV R 11788,12/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"15,500.00","46,500.00","14,245.34","42,736.03","3,763.97",0.08
,FV R 11789,16/06/2020,Cliente General,10002599 RODAMIENTO BOLAS CAMP DEL_6203,1.00,"9,075.63","9,075.63","6,731.53","6,731.53","2,344.10",0.26
,FV R 11789,16/06/2020,Cliente General,10015312 KIT EMPAQUES,1.00,"23,067.23","23,067.23","21,248.00","21,248.00","1,819.23",0.08
,FV R 11789,16/06/2020,Cliente General,10030736 CILINDRO,1.00,"111,176.47","111,176.47","119,697.00","119,697.00","-8,520.53",-0.08
,FV R 11789,16/06/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,2.00,"9,453.78","18,907.56","7,430.72","14,861.43","4,046.13",0.21
,FV R 11789,16/06/2020,Cliente General,10040566 FILTRO ACEITE,2.00,"4,537.82","9,075.63","3,259.25","6,518.50","2,557.13",0.28
,FV R 11789,16/06/2020,Cliente General,10044868 CABLE CLUCTH,1.00,"15,126.05","15,126.05","12,941.88","12,941.88","2,184.17",0.14
,FV R 11789,16/06/2020,Cliente General,10044991 SWITCH PRESION ACEITE,1.00,"21,008.40","21,008.40","14,860.00","14,860.00","6,148.40",0.29
,FV R 11789,16/06/2020,Cliente General,11010399 GANCHO GUANTERA,1.00,"10,084.03","10,084.03","7,059.00","7,059.00","3,025.03",0.30
,FV R 11789,16/06/2020,Cliente General,11017908 PIN,2.00,"2,941.18","5,882.35","1,882.00","3,764.00","2,118.35",0.36
,FV  492,16/06/2020,BULDING DORADO JORGE LUIS,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11763,16/06/2020,PULGARIN JIMENEZ CRISTIAN,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11789,16/06/2020,Cliente General,20001835 CASCO ABATIBLE NEGRO L,1.00,"84,033.61","84,033.61","69,890.82","69,890.82","14,142.80",0.17
,FV  492,16/06/2020,BULDING DORADO JORGE LUIS,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11763,16/06/2020,PULGARIN JIMENEZ CRISTIAN,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11789,16/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"18,000.00","54,000.00","14,245.34","42,736.03","11,263.97",0.21
,FV R 11789,16/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,6.00,"15,500.00","93,000.00","14,245.34","85,472.05","7,527.95",0.08
,FV R 11764,16/06/2020,BUSTAMANTE BAYONA DIEGO FELIPE,21000391 CASCO ABATIBLE NEGRO XL,1.00,"84,033.61","84,033.61","70,050.00","70,050.00","13,983.61",0.17
,FV R 11789,16/06/2020,Cliente General,MF12V.5L-C-GEL BATERIA SUN BMF12V25L_C_GEL,1.00,"29,411.76","29,411.76","21,122.00","21,122.00","8,289.76",0.28
,FV R 11765,16/06/2020,ROMERO DAZA HECTOR JOSE,T004010 CAMBIO EMPAQUE CENTRO MOTOR,1.00,"50,420.00","50,420.00",0.00,0.00,"50,420.00",1.00
,FV R 11769,17/06/2020,SHARON DAYANA BALBIN IBAÑEZ,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"73,109.24","73,109.24","45,528.90","45,528.90","27,580.34",0.38
,FV R 11790,17/06/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"73,109.24","73,109.24","45,528.90","45,528.90","27,580.34",0.38
,FV R 11790,17/06/2020,Cliente General,10007249 FILTRO AIRE,1.00,"22,689.08","22,689.08","17,588.00","17,588.00","5,101.08",0.22
,FV R 11790,17/06/2020,Cliente General,10012547 RETEN EJE CRANK_16_26_7,1.00,"1,596.64","1,596.64","1,185.43","1,185.43",411.21,0.26
,FV R 11790,17/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,605.04","12,605.04","8,383.47","8,383.47","4,221.58",0.33
,FV R 11790,17/06/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"7,563.03","7,563.03","5,699.90","5,699.90","1,863.13",0.25
,FV R 11790,17/06/2020,Cliente General,10040631 GUARDAPOLVO,2.00,"4,201.68","8,403.36","4,835.42","9,670.83","-1,267.47",-0.15
,FV R 11768,17/06/2020,JUAN CARLOS SANCHEZ CANTILLO,10042295 EMPAQUE TAPA VOLANTE,1.00,"3,781.51","3,781.51","2,270.46","2,270.46","1,511.05",0.40
,FV R 11769,17/06/2020,SHARON DAYANA BALBIN IBAÑEZ,11007600 FILTRO AIRE,1.00,"22,689.08","22,689.08","16,226.00","16,226.00","6,463.08",0.28
,FV R 11766,17/06/2020,MARTHA LILIANA MONTES PEREZ,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11768,17/06/2020,JUAN CARLOS SANCHEZ CANTILLO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"3,361.00","3,361.00",0.00,0.00,"3,361.00",1.00
,FV R 11770,17/06/2020,CRISTINA ELENA CORREA MIRANDA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"75,630.00","75,630.00",0.00,0.00,"75,630.00",1.00
,FV R 11771,17/06/2020,MUÑOZ PEREZ XIOMARA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"4,201.00","4,201.00",0.00,0.00,"4,201.00",1.00
,FV R 11766,17/06/2020,MARTHA LILIANA MONTES PEREZ,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11767,17/06/2020,REALES RODRIGUEZ LEONARDO JOSE,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11768,17/06/2020,JUAN CARLOS SANCHEZ CANTILLO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11770,17/06/2020,CRISTINA ELENA CORREA MIRANDA,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11771,17/06/2020,MUÑOZ PEREZ XIOMARA,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11790,17/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11790,17/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"17,000.00","34,000.00","14,245.34","28,490.68","5,509.32",0.16
,FV R 11771,17/06/2020,MUÑOZ PEREZ XIOMARA,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11767,17/06/2020,REALES RODRIGUEZ LEONARDO JOSE,T005001 CAMBIO Y/O REPARACIÓN DISCOS DE CLUTCH,1.00,"8,403.00","8,403.00",0.00,0.00,"8,403.00",1.00
,FV R 11769,17/06/2020,SHARON DAYANA BALBIN IBAÑEZ,T020054 CAMBIO DE BATERÍA,1.00,"37,815.00","37,815.00",0.00,0.00,"37,815.00",1.00
,FV R 11791,18/06/2020,Cliente General,0239110004 BATERIA AGM YB5L-B GRIZZLY POWER MAX,1.00,"52,184.87","52,184.87","37,207.80","37,207.80","14,977.07",0.29
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,10012885 FILTRO AIRE,1.00,"7,983.19","7,983.19","5,128.88","5,128.88","2,854.32",0.36
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,10012909 CAUCHO CAMPANA,1.00,"12,605.04","12,605.04","2,675.80","2,675.80","9,929.24",0.79
,FV R 11791,18/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 11775,18/06/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 11791,18/06/2020,Cliente General,10015357 BAJ KIT CLUTCH PLATE,1.00,"64,663.87","64,663.87","54,285.71","54,285.71","10,378.15",0.16
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"8,403.36","8,403.36","5,699.90","5,699.90","2,703.46",0.32
,FV R 11775,18/06/2020,Cliente General,10040498 EJE CAMBIOS,1.00,"18,907.56","18,907.56","15,650.71","15,650.71","3,256.85",0.17
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 11772,18/06/2020,Cliente General,10041327 AGUJA PASO GASOL,1.00,"27,731.09","27,731.09","20,663.33","20,663.33","7,067.76",0.25
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,10042296 EMPAQUE CARCASA CLUTCH,1.00,"5,882.35","5,882.35","3,433.38","3,433.38","2,448.98",0.42
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,10043070 EMPAQUE CENTRIFUGO ACEITE,1.00,"1,260.50","1,260.50",749.00,749.00,511.50,0.41
,FV R 11791,18/06/2020,Cliente General,10044995 EMPAQUE TAPA CULATA,1.00,"15,126.05","15,126.05","10,864.83","10,864.83","4,261.22",0.28
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"75,630.00","75,630.00",0.00,0.00,"75,630.00",1.00
,FV R 11774,18/06/2020,SANCHEZ POLO LEILA JUDITH,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11791,18/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11791,18/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"15,500.00","31,000.00","14,245.34","28,490.68","2,509.32",0.08
,FV R 11776,19/06/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"72,689.08","72,689.08","45,528.90","45,528.90","27,160.18",0.37
,FV R 11779,19/06/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"63,025.21","63,025.21","45,528.90","45,528.90","17,496.31",0.28
,FV R 11793,19/06/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"57,983.19","57,983.19","45,528.90","45,528.90","12,454.29",0.21
,FV R 11792,19/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 11794,19/06/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 11792,19/06/2020,Cliente General,10015367 KIT DISCOS CLUTCH,1.00,"46,218.49","46,218.49","34,017.50","34,017.50","12,200.99",0.26
,FV R 11794,19/06/2020,Cliente General,10016656 RODAMIENTO BOLAS 6002C3,1.00,"8,571.43","8,571.43","5,408.00","5,408.00","3,163.43",0.37
,FV R 11792,19/06/2020,Cliente General,10040847 ANTIVIBRANTE,4.00,"3,781.51","15,126.05","2,582.40","10,329.60","4,796.45",0.32
,FV R 11778,19/06/2020,Cliente General,10041624 TENSOR CADENA IZQ,1.00,"4,621.85","4,621.85","4,599.00","4,599.00",22.85,0.00
,FV R 11794,19/06/2020,Cliente General,10041753 RETEN TUBO TELESC,4.00,"4,642.86","18,571.43","4,587.64","18,350.55",220.88,0.01
,FV R 11792,19/06/2020,Cliente General,10042267 ANTIVIBRANTE TAPA LAT,1.00,"1,680.67","1,680.67","1,100.92","1,100.92",579.75,0.34
,FV R 11778,19/06/2020,Cliente General,10043336 TENSOR CADENA DER,1.00,"4,369.75","4,369.75","3,596.00","3,596.00",773.75,0.18
,FV R 11792,19/06/2020,Cliente General,10044397 EMPAQUE CARCASA CLUTCH,1.00,"5,882.35","5,882.35","3,266.01","3,266.01","2,616.34",0.44
,FV R 11794,19/06/2020,Cliente General,10044938 BALANCIN,1.00,"25,428.57","25,428.57","25,800.00","25,800.00",-371.43,-0.01
,FV R 11794,19/06/2020,Cliente General,10046938 KIT ARRASTRE 15_43T: 428H_130_4H,1.00,"26,428.57","26,428.57","22,089.00","22,089.00","4,339.57",0.16
,FV R 11794,19/06/2020,Cliente General,11014988 KIT ARRASTRE 14_42T_428H_120_4H,1.00,"26,890.76","26,890.76","29,292.00","29,292.00","-2,401.24",-0.09
,FV R 11792,19/06/2020,Cliente General,11034094 NEUMATICO QUEEN 275/300_17,1.00,"9,243.70","9,243.70","6,396.00","6,396.00","2,847.70",0.31
,FV R 11777,19/06/2020,Cliente General,20002231 MANUBRIO NEGRO,1.00,"32,773.11","32,773.11","23,201.71","23,201.71","9,571.40",0.29
,FV R 11792,19/06/2020,Cliente General,20002231 MANUBRIO NEGRO,1.00,"32,773.11","32,773.11","23,201.71","23,201.71","9,571.40",0.29
,FV R 11792,19/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"15,500.00","46,500.00","14,245.34","42,736.03","3,763.97",0.08
,FV R 11792,19/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"18,000.00","54,000.00","14,245.34","42,736.03","11,263.97",0.21
,FV R 11794,19/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"15,500.00","15,500.00","14,245.34","14,245.34","1,254.66",0.08
,FV R 11794,19/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11794,19/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,245.34","28,490.68","7,509.32",0.21
,FV R 11780,23/06/2020,EMILDRE PIEDRAHITA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11780,23/06/2020,EMILDRE PIEDRAHITA,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11802,24/06/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"72,689.08","72,689.08","45,528.90","45,528.90","27,160.18",0.37
,FV R 11802,24/06/2020,Cliente General,10002599 RODAMIENTO BOLAS CAMP DEL_6203,1.00,"9,579.83","9,579.83","6,731.53","6,731.53","2,848.30",0.30
,FV R 11802,24/06/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"18,571.43","18,571.43","15,511.00","15,511.00","3,060.43",0.16
,FV R 11802,24/06/2020,Cliente General,10016792 RODAMIENTO BOLAS 6004 2RS1,1.00,"13,172.27","13,172.27","11,574.00","11,574.00","1,598.27",0.12
,FV R 11802,24/06/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"8,403.36","8,403.36","5,699.90","5,699.90","2,703.46",0.32
,FV R 11802,24/06/2020,Cliente General,10044397 EMPAQUE CARCASA CLUTCH,1.00,"5,882.35","5,882.35","3,266.01","3,266.01","2,616.34",0.44
,FV R 11802,24/06/2020,Cliente General,10044867 CABLE ACELERADOR,1.00,"15,567.23","15,567.23","11,325.00","11,325.00","4,242.23",0.27
,FV R 11802,24/06/2020,Cliente General,10046988 RODAMIENTO BOLAS,2.00,"8,781.51","17,563.03","7,398.00","14,796.00","2,767.03",0.16
,FV R 11802,24/06/2020,Cliente General,10046990 RODAMIENTO BOLAS,2.00,"8,781.51","17,563.03","8,905.00","17,810.00",-246.97,-0.01
,FV R 11802,24/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"15,500.00","46,500.00","14,245.34","42,736.03","3,763.97",0.08
,FV R 11802,24/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,6.00,"18,000.00","108,000.00","14,245.34","85,472.05","22,527.95",0.21
,FV R 11803,25/06/2020,Cliente General,10041808 LEVA CLUTCH,1.00,"10,084.03","10,084.03","9,825.93","9,825.93",258.10,0.03
,FV R 11803,25/06/2020,Cliente General,10043020 FLASHER DIRECCIONAL,1.00,"13,445.38","13,445.38","11,296.00","11,296.00","2,149.38",0.16
,FV R 11803,25/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"18,000.00","54,000.00","14,245.34","42,736.03","11,263.97",0.21
,FV R 11803,25/06/2020,Cliente General,7704919127461 LLANTA EURO,1.00,"49,159.66","49,159.66",0.00,0.00,"49,159.66",1.00
,FV R 11796,26/06/2020,DISTRIBUIDORA CHALOS S.A.S,0239110003 BATERIA AGM YTX5L-BS GRIZZLY POWER MAX,1.00,"57,142.86","57,142.86","36,655.20","36,655.20","20,487.66",0.36
,FV R 11804,26/06/2020,Cliente General,10008481 RETEN VALVULA,2.00,"6,785.71","13,571.43","4,845.00","9,690.00","3,881.43",0.29
,FV R 11804,26/06/2020,Cliente General,10012780 CADENILLA DISTRIBUCION,1.00,"15,966.39","15,966.39","12,219.72","12,219.72","3,746.67",0.23
,FV R 11795,26/06/2020,Cliente General,10015134 KIT EMPAQUES,1.00,"25,147.06","25,147.06","18,217.55","18,217.55","6,929.51",0.28
,FV R 11804,26/06/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 11795,26/06/2020,Cliente General,10015299 KIT RETENES,1.00,"9,579.83","9,579.83","6,482.48","6,482.48","3,097.35",0.32
,FV R 11804,26/06/2020,Cliente General,10042295 EMPAQUE TAPA VOLANTE,1.00,"3,781.51","3,781.51","2,270.46","2,270.46","1,511.05",0.40
,FV R 11795,26/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11804,26/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,8.00,"18,000.00","144,000.00","14,245.34","113,962.74","30,037.26",0.21
,FV R 11805,27/06/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"75,630.25","75,630.25","54,340.00","54,340.00","21,290.25",0.28
,FV R 11805,27/06/2020,Cliente General,0267011722 100/80-17 ZOOM PLUS F TL CEAT,1.00,"96,596.64","96,596.64","58,438.77","58,438.77","38,157.87",0.40
,FV R 11805,27/06/2020,Cliente General,10012791 VISOR NIVEL ACEITE,1.00,"2,941.18","2,941.18","5,312.25","5,312.25","-2,371.07",-0.81
,FV R 11805,27/06/2020,Cliente General,10015081 KIT VALVULAS,1.00,"28,739.50","28,739.50","26,355.70","26,355.70","2,383.79",0.08
,FV R 11805,27/06/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,268.91","4,537.82","3,391.60","6,783.20","-2,245.38",-0.49
,FV R 11805,27/06/2020,Cliente General,10042507 REJILLA FILTRO ACEITE,1.00,"4,201.68","4,201.68","2,503.00","2,503.00","1,698.68",0.40
,FV R 11805,27/06/2020,Cliente General,10045244 CAUCHO CAMPANA,1.00,"14,369.75","14,369.75","12,534.72","12,534.72","1,835.03",0.13
,FV R 11805,27/06/2020,Cliente General,10045263 TORNILLO TAPA CULATA,2.00,"3,361.34","6,722.69","2,136.00","4,272.00","2,450.69",0.36
,FV R 11805,27/06/2020,Cliente General,10045734 COMANDO LUCES DERECHO,1.00,"63,529.41","63,529.41","59,651.00","59,651.00","3,878.41",0.06
,FV R 11805,27/06/2020,Cliente General,10045825 CABLE CONTROLADOR RPM,1.00,"14,369.75","14,369.75","11,557.00","11,557.00","2,812.75",0.20
,FV R 11805,27/06/2020,Cliente General,11007858 KYM LLANTA QUEEN 120/70_MR_04,1.00,"65,861.34","65,861.34","45,046.00","45,046.00","20,815.34",0.32
,FV R 11805,27/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11805,27/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"15,500.00","46,500.00","14,245.34","42,736.03","3,763.97",0.08
,FV R 11797,30/06/2020,ROSMER SAIR ARRIETA SUAREZ,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11798,30/06/2020,CARDOZO MEJIA MARIO ALEJANDRO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11799,30/06/2020,YURIS NEY UPARELA FUENTES,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11800,30/06/2020,JESUS ALBERTO POLO PACHECO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11801,30/06/2020,CANTILLO FIGUEROA LAYS RAFAEL,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11797,30/06/2020,ROSMER SAIR ARRIETA SUAREZ,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11798,30/06/2020,CARDOZO MEJIA MARIO ALEJANDRO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11799,30/06/2020,YURIS NEY UPARELA FUENTES,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11800,30/06/2020,JESUS ALBERTO POLO PACHECO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11801,30/06/2020,CANTILLO FIGUEROA LAYS RAFAEL,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11834,01/07/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"58,823.53","58,823.53","45,528.90","45,528.90","13,294.63",0.23
